Home ID,Error,Original Address,Normalized Address,Normalized Street Number,Normalized Street Name,Normalized City,Flag Number Changed
901,,"11 THORNLEY ST, DORCHESTER, MA 02125","11 Thornley Street, Boston, MA 02125",11,Thornley Street,Boston,
902,,"12 THORNLEY ST, DORCHESTER, MA 02125","12 Thornley Street, Boston, MA 02125",12,Thornley Street,Boston,
903,,"10 THORNLEY ST, DORCHESTER, MA 02125","10 Thornley Street, Boston, MA 02125",10,Thornley Street,Boston,
904,,"8 THORNLEY ST, DORCHESTER, MA 02125","8 Thornley Street, Boston, MA 02125",8,Thornley Street,Boston,
905,,"7 THORNLEY ST, DORCHESTER, MA 02125","7 Thornley Street, Boston, MA 02125",7,Thornley Street,Boston,
906,,"6 THORNLEY ST, DORCHESTER, MA 02125","6 Thornley Street, Boston, MA 02125",6,Thornley Street,Boston,
907,Error: Could not geocode home,"1087 B1087 DORCHESTER AV, DORCHESTER, MA 02125",,,,,
908,,"30 DORIS ST, DORCHESTER, MA 02125","30 Doris Street, Boston, MA 02125",30,Doris Street,Boston,
909,,"15 TREADWAY RD, DORCHESTER, MA 02125","15 Treadway Road, Boston, MA 02125",15,Treadway Road,Boston,
910,,"20 TREADWAY RD, DORCHESTER, MA 02125","20 Treadway Road, Boston, MA 02125",20,Treadway Road,Boston,
911,,"16 THORNLEY ST, DORCHESTER, MA 02125","16 Thornley Street, Boston, MA 02125",16,Thornley Street,Boston,
912,,"14 THORNLEY ST, DORCHESTER, MA 02125","14 Thornley Street, Boston, MA 02125",14,Thornley Street,Boston,
913,,"22 TREADWAY RD, DORCHESTER, MA 02125","22 Treadway Road, Boston, MA 02125",22,Treadway Road,Boston,
914,,"26 SAVIN HILL AV, DORCHESTER, MA 02125","26 Savin Hill Avenue, Boston, MA 02125",26,Savin Hill Avenue,Boston,
915,,"78 PLEASANT ST, DORCHESTER, MA 02125","78 Pleasant Street, Boston, MA 02125",78,Pleasant Street,Boston,
916,,"17 NONQUIT ST, DORCHESTER, MA 02121","17 Nonquit Street, Boston, MA 02121",17,Nonquit Street,Boston,
917,,"19 NONQUIT ST, DORCHESTER, MA 02125","19 Nonquit Street, Boston, MA 02125",19,Nonquit Street,Boston,
918,,"16 NONQUIT ST, DORCHESTER, MA 02125","16 Nonquit Street, Boston, MA 02125",16,Nonquit Street,Boston,
919,,"27 NONQUIT ST, DORCHESTER, MA 02125","27 Nonquit Street, Boston, MA 02125",27,Nonquit Street,Boston,
920,,"22 NONQUIT ST, DORCHESTER, MA 02125","22 Nonquit Street, Boston, MA 02125",22,Nonquit Street,Boston,
921,,"29 NONQUIT ST, DORCHESTER, MA 02125","29 Nonquit Street, Boston, MA 02125",29,Nonquit Street,Boston,
922,,"21 NONQUIT ST, DORCHESTER, MA 02125","21 Nonquit Street, Boston, MA 02125",21,Nonquit Street,Boston,
923,,"15 NONQUIT ST, DORCHESTER, MA 02125","15 Nonquit Street, Boston, MA 02125",15,Nonquit Street,Boston,
924,,"6 MONADNOCK ST, DORCHESTER, MA 02125","6 Monadnock Street, Boston, MA 02125",6,Monadnock Street,Boston,
925,,"12 MONADNOCK ST, DORCHESTER, MA 02125","12 Monadnock Street, Boston, MA 02125",12,Monadnock Street,Boston,
926,,"15 MONADNOCK ST, DORCHESTER, MA 02125","15 Monadnock Street, Boston, MA 02125",15,Monadnock Street,Boston,
927,,"24 MONADNOCK ST, DORCHESTER, MA 02125","24 Monadnock Street, Boston, MA 02125",24,Monadnock Street,Boston,
928,,"33 MONADNOCK ST, DORCHESTER, MA 02125","33 Monadnock Street, Boston, MA 02125",33,Monadnock Street,Boston,
929,,"45 MONADNOCK ST, DORCHESTER, MA 02125","45 Monadnock Street, Boston, MA 02125",45,Monadnock Street,Boston,
930,,"49 MONADNOCK ST, DORCHESTER, MA 02125","49 Monadnock Street, Boston, MA 02125",49,Monadnock Street,Boston,
931,,"51 MONADNOCK ST, DORCHESTER, MA 02125","51 Monadnock Street, Boston, MA 02125",51,Monadnock Street,Boston,
932,,"53 MONADNOCK ST, DORCHESTER, MA 02125","53 Monadnock Street, Boston, MA 02125",53,Monadnock Street,Boston,
933,,"61 MONADNOCK ST, DORCHESTER, MA 02125","61 Monadnock Street, Boston, MA 02125",61,Monadnock Street,Boston,
934,,"65 BIRD ST, DORCHESTER, MA 02125","65 Bird Street, Boston, MA 02125",65,Bird Street,Boston,
935,,"18 SAYWARD ST, DORCHESTER, MA 02125","18 Sayward Street, Boston, MA 02125",18,Sayward Street,Boston,
936,,"72  74 BIRD ST, DORCHESTER, MA 02125","72  74 Bird Street, Boston, MA 02125",74,Bird Street,Boston,true
937,,"79 BIRD ST, DORCHESTER, MA 02125","79 Bird Street, Boston, MA 02125",79,Bird Street,Boston,
938,,"76  78 BIRD ST, DORCHESTER, MA 02125","76  78 Bird Street, Boston, MA 02125",78,Bird Street,Boston,true
939,,"72  74 GLENDALE ST, DORCHESTER, MA 02125","72  74 Glendale Street, Boston, MA 02125",74,Glendale Street,Boston,true
940,,"68 GLENDALE ST, DORCHESTER, MA 02125","68 Glendale Street, Boston, MA 02125",68,Glendale Street,Boston,
941,,"63 GLENDALE ST, DORCHESTER, MA 02125","63 Glendale Street, Boston, MA 02125",63,Glendale Street,Boston,
942,,"432 COLUMBIA RD, DORCHESTER, MA 02125","432 Columbia Road, Boston, MA 02125",432,Columbia Road,Boston,
943,,"430 COLUMBIA RD, DORCHESTER, MA 02125","430 Columbia Road, Boston, MA 02125",430,Columbia Road,Boston,
944,,"11 BODWELL ST, DORCHESTER, MA 02125","11 Bodwell Street, Boston, MA 02125",11,Bodwell Street,Boston,
945,,"12 BODWELL ST, DORCHESTER, MA 02125","12 Bodwell Street, Boston, MA 02125",12,Bodwell Street,Boston,
946,,"14 BODWELL ST, DORCHESTER, MA 02125","14 Bodwell Street, Boston, MA 02125",14,Bodwell Street,Boston,
947,,"13 DRAYTON ST, DORCHESTER, MA 02125","13 Drayton Avenue, Boston, MA 02125",13,Drayton Avenue,Boston,
948,,"11 DRAYTON ST, DORCHESTER, MA 02125","11 Drayton Avenue, Boston, MA 02125",11,Drayton Avenue,Boston,
949,,"7 DRAYTON AV, DORCHESTER, MA 02125","7 Drayton Avenue, Boston, MA 02125",7,Drayton Avenue,Boston,
950,,"3  5 DRAYTON AV, DORCHESTER, MA 02125","3  5 Drayton Avenue, Boston, MA 02125",5,Drayton Avenue,Boston,true
951,Error: Could not geocode home,"1:00 AM DRAYTON ST, DORCHESTER, MA 02125",,,,,
952,,"276 QUINCY ST, DORCHESTER, MA 02125","276 Quincy Street, Boston, MA 02125",276,Quincy Street,Boston,
953,,"276 R QUINCY ST, DORCHESTER, MA 02125","276 R Quincy Street, Boston, MA 02125",276R,Quincy Street,Boston,true
954,,"2 DRAYTON ST, DORCHESTER, MA 02125","2 Drayton Avenue, Boston, MA 02125",2,Drayton Avenue,Boston,
955,,"4 DRAYTON ST, DORCHESTER, MA 02125","4 Drayton Avenue, Boston, MA 02125",4,Drayton Avenue,Boston,
956,,"6 DRAYTON ST, DORCHESTER, MA 02125","6 Drayton Avenue, Boston, MA 02125",6,Drayton Avenue,Boston,
957,,"6 BAKER ST, DORCHESTER, MA 02125","6 Baker Avenue, Boston, MA 02125",6,Baker Avenue,Boston,
958,,"8 BAKER AV, DORCHESTER, MA 02125","8 Baker Avenue, Boston, MA 02125",8,Baker Avenue,Boston,
959,,"14 BAKER AV, DORCHESTER, MA 02125","14 Baker Avenue, Boston, MA 02125",14,Baker Avenue,Boston,
960,,"22 BODWELL ST, DORCHESTER, MA 02125","22 Bodwell Street, Boston, MA 02125",22,Bodwell Street,Boston,
961,,"21 BODWELL ST, DORCHESTER, MA 02125","21 Bodwell Street, Boston, MA 02125",21,Bodwell Street,Boston,
962,,"96 BIRD ST, DORCHESTER, MA 02125","96 Bird Street, Boston, MA 02125",96,Bird Street,Boston,
963,,"97 BIRD ST, DORCHESTER, MA 02125","97 Bird Street, Boston, MA 02125",97,Bird Street,Boston,
964,,"80 GLENDALE ST, DORCHESTER, MA 02125","80 Glendale Street, Boston, MA 02125",80,Glendale Street,Boston,
965,,"16 SAYWARD ST, DORCHESTER, MA 02125","16 Sayward Street, Boston, MA 02125",16,Sayward Street,Boston,
966,,"15 SAYWARD ST, DORCHESTER, MA 02125","15 Sayward Street, Boston, MA 02125",15,Sayward Street,Boston,
967,,"480 COLUMBIA RD, DORCHESTER, MA 02125","480 Columbia Road, Boston, MA 02125",480,Columbia Road,Boston,
968,,"44 BIRD ST, DORCHESTER, MA 02125","44 Bird Street, Boston, MA 02125",44,Bird Street,Boston,
969,,"56 VIRGINIA ST, DORCHESTER, MA 02125","56 Virginia Street, Boston, MA 02125",56,Virginia Street,Boston,
970,,"46 BIRD ST, DORCHESTER, MA 02125","46 Bird Street, Boston, MA 02125",46,Bird Street,Boston,
971,,"52 BIRD ST, DORCHESTER, MA 02125","52 Bird Street, Boston, MA 02125",52,Bird Street,Boston,
972,,"1 CEDAR PL, DORCHESTER, MA 02125","1 Cedar Place, Boston, MA 02125",1,Cedar Place,Boston,
973,,"4 CEDAR PL, DORCHESTER, MA 02125","4 Cedar Place, Boston, MA 02125",4,Cedar Place,Boston,
974,,"6 CEDAR PL, DORCHESTER, MA 02125","6 Cedar Place, Boston, MA 02125",6,Cedar Place,Boston,
975,,"54 VIRGINIA ST, DORCHESTER, MA 02125","54 Virginia Street, Boston, MA 02125",54,Virginia Street,Boston,
976,,"51 VIRGINIA ST, DORCHESTER, MA 02125","51 Virginia Street, Boston, MA 02125",51,Virginia Street,Boston,
977,,"44 VIRGINIA ST, DORCHESTER, MA 02125","44 Virginia Street, Boston, MA 02125",44,Virginia Street,Boston,
978,,"43 VIRGINIA ST, DORCHESTER, MA 02125","43 Virginia Street, Boston, MA 02125",43,Virginia Street,Boston,
979,,"40 VIRGINIA ST, DORCHESTER, MA 02125","40 Virginia Street, Boston, MA 02125",40,Virginia Street,Boston,
980,,"26 VIRGINIA ST, DORCHESTER, MA 02125","26 Virginia Street, Boston, MA 02125",26,Virginia Street,Boston,
981,,"24 VIRGINIA ST, DORCHESTER, MA 02125","24 Virginia Street, Boston, MA 02125",24,Virginia Street,Boston,
982,,"20 VIRGINIA ST, DORCHESTER, MA 02125","20 Virginia Street, Boston, MA 02125",20,Virginia Street,Boston,
983,,"15 VIRGINIA ST, DORCHESTER, MA 02125","15 Virginia Street, Boston, MA 02125",15,Virginia Street,Boston,
984,,"6 ARION ST, DORCHESTER, MA 02125","6 Arion Street, Boston, MA 02125",6,Arion Street,Boston,
985,,"95 MT IDA RD, DORCHESTER, MA 02122","95 Mount Ida Road, Boston, MA 02122",95,Mount Ida Road,Boston,
986,,"10  12 BENTHAM RD, DORCHESTER, MA 02122","10  12 Bentham Road, Boston, MA 02122",12,Bentham Road,Boston,true
987,,"44 LONGFELLOW ST, DORCHESTER, MA 02122","44 Longfellow Street, Boston, MA 02122",44,Longfellow Street,Boston,
988,,"40 LONGFELLOW ST, DORCHESTER, MA 02122","40 Longfellow Street, Boston, MA 02122",40,Longfellow Street,Boston,
989,,"38 LONGFELLOW ST, DORCHESTER, MA 02122","38 Longfellow Street, Boston, MA 02122",38,Longfellow Street,Boston,
990,,"36 LONGFELLOW ST, DORCHESTER, MA 02122","36 Longfellow Street, Boston, MA 02122",36,Longfellow Street,Boston,
991,,"34 LONGFELLOW ST, DORCHESTER, MA 02122","34 Longfellow Street, Boston, MA 02122",34,Longfellow Street,Boston,
992,,"33 LONGFELLOW ST, DORCHESTER, MA 02122","33 Longfellow Street, Boston, MA 02122",33,Longfellow Street,Boston,
993,,"32 LONGFELLOW ST, DORCHESTER, MA 02122","32 Longfellow Street, Boston, MA 02122",32,Longfellow Street,Boston,
994,,"31 LONGFELLOW ST, DORCHESTER, MA 02122","31 Longfellow Street, Boston, MA 02122",31,Longfellow Street,Boston,
995,,"27 LONGFELLOW ST, DORCHESTER, MA 02122","27 Longfellow Street, Boston, MA 02122",27,Longfellow Street,Boston,
996,,"28 LONGFELLOW ST, DORCHESTER, MA 02122","28 Longfellow Street, Boston, MA 02122",28,Longfellow Street,Boston,
997,,"22 LONGFELLOW ST, DORCHESTER, MA 02122","22 Longfellow Street, Boston, MA 02122",22,Longfellow Street,Boston,
998,,"19 LONGFELLOW ST, DORCHESTER, MA 02122","19 Longfellow Street, Boston, MA 02122",19,Longfellow Street,Boston,
999,,"18 LONGFELLOW ST, DORCHESTER, MA 02122","18 Longfellow Street, Boston, MA 02122",18,Longfellow Street,Boston,
1000,,"15 LONGFELLOW ST, DORCHESTER, MA 02122","15 Longfellow Street, Boston, MA 02122",15,Longfellow Street,Boston,
1001,,"16 LONGFELLOW ST, DORCHESTER, MA 02122","16 Longfellow Street, Boston, MA 02122",16,Longfellow Street,Boston,
1002,,"13 A LONGFELLOW ST, DORCHESTER, MA 02122","13 A Longfellow Street, Boston, MA 02122",13A,Longfellow Street,Boston,true
1003,,"14 LONGFELLOW ST, DORCHESTER, MA 02122","14 Longfellow Street, Boston, MA 02122",14,Longfellow Street,Boston,
1004,,"11 LONGFELLOW ST, DORCHESTER, MA 02122","11 Longfellow Street, Boston, MA 02122",11,Longfellow Street,Boston,
1005,,"12 LONGFELLOW ST, DORCHESTER, MA 02122","12 Longfellow Street, Boston, MA 02122",12,Longfellow Street,Boston,
1006,,"10 LONGFELLOW ST, DORCHESTER, MA 02122","10 Longfellow Street, Boston, MA 02122",10,Longfellow Street,Boston,
1007,,"8 LONGFELLOW ST, DORCHESTER, MA 02122","8 Longfellow Street, Boston, MA 02122",8,Longfellow Street,Boston,
1008,,"5 LONGFELLOW ST, DORCHESTER, MA 02122","5 Longfellow Street, Boston, MA 02122",5,Longfellow Street,Boston,
1009,,"6 LONGFELLOW ST, DORCHESTER, MA 02122","6 Longfellow Street, Boston, MA 02122",6,Longfellow Street,Boston,
1010,,"94 TOPLIFF ST, DORCHESTER, MA 02122","94 Topliff Street, Boston, MA 02122",94,Topliff Street,Boston,
1011,,"90 TOPLIFF ST, DORCHESTER, MA 02122","90 Topliff Street, Boston, MA 02122",90,Topliff Street,Boston,
1012,,"6 RIDGEWOOD ST, DORCHESTER, MA 02122","6 Ridgewood Street, Boston, MA 02122",6,Ridgewood Street,Boston,
1013,,"16 RIDGEWOOD ST, DORCHESTER, MA 02122","16 Ridgewood Street, Boston, MA 02122",16,Ridgewood Street,Boston,
1014,,"25 RIDGEWOOD ST, DORCHESTER, MA 02122","25 Ridgewood Street, Boston, MA 02122",25,Ridgewood Street,Boston,
1015,,"39 RIDGEWOOD ST, DORCHESTER, MA 02122","39 Ridgewood Street, Boston, MA 02122",39,Ridgewood Street,Boston,
1016,,"47 RIDGEWOOD ST, DORCHESTER, MA 02122","47 Ridgewood Street, Boston, MA 02122",47,Ridgewood Street,Boston,
1017,,"50 RIDGEWOOD ST, DORCHESTER, MA 02122","50 Ridgewood Street, Boston, MA 02122",50,Ridgewood Street,Boston,
1018,,"53 RIDGEWOOD ST, DORCHESTER, MA 02122","53 Ridgewood Street, Boston, MA 02122",53,Ridgewood Street,Boston,
1019,,"56 RIDGEWOOD ST, DORCHESTER, MA 02122","56 Ridgewood Street, Boston, MA 02122",56,Ridgewood Street,Boston,
1020,,"57 RIDGEWOOD ST, DORCHESTER, MA 02122","57 Ridgewood Street, Boston, MA 02122",57,Ridgewood Street,Boston,
1021,,"68 RIDGEWOOD ST, DORCHESTER, MA 02122","68 Ridgewood Street, Boston, MA 02122",68,Ridgewood Street,Boston,
1022,,"42 DRAPER ST, DORCHESTER, MA 02122","42 Draper Street, Boston, MA 02122",42,Draper Street,Boston,
1023,,"43 DRAPER ST, DORCHESTER, MA 02122","43 Draper Street, Boston, MA 02122",43,Draper Street,Boston,
1024,,"46 DRAPER ST, DORCHESTER, MA 02122","46 Draper Street, Boston, MA 02122",46,Draper Street,Boston,
1025,,"68 DRAPER ST, DORCHESTER, MA 02122","68 Draper Street, Boston, MA 02122",68,Draper Street,Boston,
1026,,"143 HOMES AV, DORCHESTER, MA 02122","143 Homes Avenue, Boston, MA 02122",143,Homes Avenue,Boston,
1027,,"131 HOMES AV, DORCHESTER, MA 02122","131 Homes Avenue, Boston, MA 02122",131,Homes Avenue,Boston,
1028,,"127 HOMES AV, DORCHESTER, MA 02122","127 Homes Avenue, Boston, MA 02122",127,Homes Avenue,Boston,
1029,,"137 HOMES AV, DORCHESTER, MA 02122","137 Homes Avenue, Boston, MA 02122",137,Homes Avenue,Boston,
1030,,"24 LONGFELLOW ST, DORCHESTER, MA 02122","24 Longfellow Street, Boston, MA 02122",24,Longfellow Street,Boston,
1031,,"26 LONGFELLOW ST, DORCHESTER, MA 02122","26 Longfellow Street, Boston, MA 02122",26,Longfellow Street,Boston,
1032,,"101 HOMES AV, DORCHESTER, MA 02122","101 Homes Avenue, Boston, MA 02122",101,Homes Avenue,Boston,
1033,,"99 HOMES AV, DORCHESTER, MA 02122","99 Homes Avenue, Boston, MA 02122",99,Homes Avenue,Boston,
1034,,"95 HOMES AV, DORCHESTER, MA 02122","95 Homes Avenue, Boston, MA 02122",95,Homes Avenue,Boston,
1035,,"56 A TOPLIFF ST, DORCHESTER, MA 02122","56 A Topliff Street, Boston, MA 02122",56A,Topliff Street,Boston,true
1036,,"60 TOPLIFF ST, DORCHESTER, MA 02122","60 Topliff Street, Boston, MA 02122",60,Topliff Street,Boston,
1037,,"104 TOPLIFF ST, DORCHESTER, MA 02122","104 Topliff Street, Boston, MA 02122",104,Topliff Street,Boston,
1038,,"148 WESTVILLE ST, DORCHESTER, MA 02122","148 Westville Street, Boston, MA 02122",148,Westville Street,Boston,
1039,,"156 WESTVILLE ST, DORCHESTER, MA 02122","156 Westville Street, Boston, MA 02122",156,Westville Street,Boston,
1040,,"168 WESTVILLE ST, DORCHESTER, MA 02122","168 Westville Street, Boston, MA 02122",168,Westville Street,Boston,
1041,,"184 WESTVILLE ST, DORCHESTER, MA 02122","184 Westville Street, Boston, MA 02122",184,Westville Street,Boston,
1042,,"192 WESTVILLE ST, DORCHESTER, MA 02122","192 Westville Street, Boston, MA 02122",192,Westville Street,Boston,
1043,,"198 WESTVILLE ST, DORCHESTER, MA 02122","198 Westville Street, Boston, MA 02122",198,Westville Street,Boston,
1044,,"208 WESTVILLE ST, DORCHESTER, MA 02122","208 Westville Street, Boston, MA 02122",208,Westville Street,Boston,
1045,,"226 WESTVILLE ST, DORCHESTER, MA 02122","226 Westville Street, Boston, MA 02122",226,Westville Street,Boston,
1046,,"61 ROBINSON ST, DORCHESTER, MA 02122","61 Robinson Street, Boston, MA 02122",61,Robinson Street,Boston,
1047,,"5 ADAMS ST, DORCHESTER, MA 02122","5 Adams Street, Boston, MA 02122",5,Adams Street,Boston,
1048,,"11 ADAMS ST, DORCHESTER, MA 02122","11 Adams Street, Boston, MA 02122",11,Adams Street,Boston,
1049,,"15 ADAMS ST, DORCHESTER, MA 02122","15 Adams Street, Boston, MA 02122",15,Adams Street,Boston,
1050,,"21 ADAMS ST, DORCHESTER, MA 02122","21 Adams Street, Boston, MA 02122",21,Adams Street,Boston,
1051,,"29 ADAMS ST, DORCHESTER, MA 02122","29 Adams Street, Boston, MA 02122",29,Adams Street,Boston,
1052,,"39 ADAMS ST, DORCHESTER, MA 02122","39 Adams Street, Boston, MA 02122",39,Adams Street,Boston,
1053,,"75 ADAMS ST, DORCHESTER, MA 02122","75 Adams Street, Boston, MA 02122",75,Adams Street,Boston,
1054,,"59 ADAMS ST, DORCHESTER, MA 02122","59 Adams Street, Boston, MA 02122",59,Adams Street,Boston,
1055,,"26 FOX ST, DORCHESTER, MA 02122","26 Fox Street, Boston, MA 02122",26,Fox Street,Boston,
1056,,"7 JULIETTE ST, DORCHESTER, MA 02122","7 Juliette Street, Boston, MA 02122",7,Juliette Street,Boston,
1057,,"36 JULIETTE ST, DORCHESTER, MA 02122","36 Juliette Street, Boston, MA 02122",36,Juliette Street,Boston,
1058,,"31 JULIETTE ST, DORCHESTER, MA 02122","31 Juliette Street, Boston, MA 02122",31,Juliette Street,Boston,
1059,,"23 JULIETTE ST, DORCHESTER, MA 02122","23 Juliette Street, Boston, MA 02122",23,Juliette Street,Boston,
1060,,"15 FOX ST, DORCHESTER, MA 02122","15 Fox Street, Boston, MA 02122",15,Fox Street,Boston,
1061,,"19 FOX ST, DORCHESTER, MA 02122","19 Fox Street, Boston, MA 02122",19,Fox Street,Boston,
1062,,"44 PERCIVAL ST, DORCHESTER, MA 02122","44 Percival Street, Boston, MA 02122",44,Percival Street,Boston,
1063,,"38 PERCIVAL ST, DORCHESTER, MA 02122","38 Percival Street, Boston, MA 02122",38,Percival Street,Boston,
1064,,"34 FOX ST, DORCHESTER, MA 02122","34 Fox Street, Boston, MA 02122",34,Fox Street,Boston,
1065,,"47 MT IDA RD, DORCHESTER, MA 02122","47 Mount Ida Road, Boston, MA 02122",47,Mount Ida Road,Boston,
1066,,"45 MT IDA RD, DORCHESTER, MA 02122","45 Mount Ida Road, Boston, MA 02122",45,Mount Ida Road,Boston,
1067,,"33 MT IDA RD, DORCHESTER, MA 02122","33 Mount Ida Road, Boston, MA 02122",33,Mount Ida Road,Boston,
1068,,"30 MT IDA RD, DORCHESTER, MA 02122","30 Mount Ida Road, Boston, MA 02122",30,Mount Ida Road,Boston,
1069,,"31 MT IDA RD, DORCHESTER, MA 02122","31 Mount Ida Road, Boston, MA 02122",31,Mount Ida Road,Boston,
1070,,"275 BOWDOIN ST, DORCHESTER, MA 02122","275 Bowdoin Street, Boston, MA 02122",275,Bowdoin Street,Boston,
1071,,"151 DRAPER ST, DORCHESTER, MA 02122","151 Draper Street, Boston, MA 02122",151,Draper Street,Boston,
1072,,"148 DRAPER ST, DORCHESTER, MA 02122","148 Draper Street, Boston, MA 02122",148,Draper Street,Boston,
1073,,"134 DRAPER ST, DORCHESTER, MA 02122","134 Draper Street, Boston, MA 02122",134,Draper Street,Boston,
1074,,"111 DRAPER ST, DORCHESTER, MA 02122","111 Draper Street, Boston, MA 02122",111,Draper Street,Boston,
1075,,"109 DRAPER ST, DORCHESTER, MA 02122","109 Draper Street, Boston, MA 02122",109,Draper Street,Boston,
1076,,"102 DRAPER ST, DORCHESTER, MA 02122","102 Draper Street, Boston, MA 02122",102,Draper Street,Boston,
1077,,"103 DRAPER ST, DORCHESTER, MA 02122","103 Draper Street, Boston, MA 02122",103,Draper Street,Boston,
1078,,"96 DRAPER ST, DORCHESTER, MA 02122","96 Draper Street, Boston, MA 02122",96,Draper Street,Boston,
1079,,"97 DRAPER ST, DORCHESTER, MA 02122","97 Draper Street, Boston, MA 02122",97,Draper Street,Boston,
1080,,"92 DRAPER ST, DORCHESTER, MA 02122","92 Draper Street, Boston, MA 02122",92,Draper Street,Boston,
1081,,"89 DRAPER ST, DORCHESTER, MA 02122","89 Draper Street, Boston, MA 02122",89,Draper Street,Boston,
1082,,"130 HOMES AV, DORCHESTER, MA 02122","130 Homes Avenue, Boston, MA 02122",130,Homes Avenue,Boston,
1083,,"122 HOMES AV, DORCHESTER, MA 02122","122 Homes Avenue, Boston, MA 02122",122,Homes Avenue,Boston,
1084,,"118 HOMES AV, DORCHESTER, MA 02122","118 Homes Avenue, Boston, MA 02122",118,Homes Avenue,Boston,
1085,,"104 HOMES AV, DORCHESTER, MA 02122","104 Homes Avenue, Boston, MA 02122",104,Homes Avenue,Boston,
1086,,"98 HOMES AV, DORCHESTER, MA 02122","98 Homes Avenue, Boston, MA 02122",98,Homes Avenue,Boston,
1087,,"48 TOPLIFF ST, DORCHESTER, MA 02122","48 Topliff Street, Boston, MA 02122",48,Topliff Street,Boston,
1088,,"12  14 SPEEDWELL ST, DORCHESTER, MA 02122","12  14 Speedwell Street, Boston, MA 02122",14,Speedwell Street,Boston,true
1089,,"19 SPEEDWELL ST, DORCHESTER, MA 02122","19 Speedwell Street, Boston, MA 02122",19,Speedwell Street,Boston,
1090,,"21 SPEEDWELL ST, DORCHESTER, MA 02122","21 Speedwell Street, Boston, MA 02122",21,Speedwell Street,Boston,
1091,,"33 SPEEDWELL ST, DORCHESTER, MA 02122","33 Speedwell Street, Boston, MA 02122",33,Speedwell Street,Boston,
1092,,"37 SPEEDWELL ST, DORCHESTER, MA 02122","37 Speedwell Street, Boston, MA 02122",37,Speedwell Street,Boston,
1093,,"208  210 HAMILTON ST, DORCHESTER, MA 02122","208  210 Hamilton Street, Boston, MA 02122",210,Hamilton Street,Boston,true
1094,,"203 HAMILTON ST, DORCHESTER, MA 02122","203 Hamilton Street, Boston, MA 02122",203,Hamilton Street,Boston,
